Tweet,HS,HS_Weak,HS_Moderate,HS_Strong
dia cuma mau balas dendam sama dj pandaðŸ˜…,0,0,0,0
"""ni anak lahir krna kondom bocor.. ga ada rasa syukur muka kyk selangkangan gorilla dpt cewe cntik kyk jessica setia dll malah di sia2in bgsad""",0,0,0,0
"""Ini bukan era lo lagi, mending lo mati aja babi. Kalo baca bales nyet""",0,0,0,0
bising banget magrib,0,0,0,0
bahaya org ini,0,0,0,0
"yang awalnya datang kehidupan err buat jadi pahlawan, ternyataaa PRETTTT pada waktunya. kirain orang benar ternyataa preettt juga:"")",0,0,0,0
jaga jamban berak,0,0,0,0
"""2 ekor anjing dan satu buaya makan jambut""",0,0,0,0
hidung sama mulutnya,0,0,0,0
"relawan juga manusia Prof. butuh makan dan butuh jabatan, mknya kami hrs terus menjilat.",0,0,0,0
alaaaaa anak d luar Nika ko ngotot banget,0,0,0,0
jidat lu lebar bego,0,0,0,0
ini hewan di lindungi bang,0,0,0,0
projo artinya negri dan rakyat....apa hubungannya satttðŸ˜­ðŸ˜­,0,0,0,0
pdhl cantikan dulu,0,0,0,0
"""dah jelek semangattt pulak WKWK""",0,0,0,0
"panda selingkuh its ok dia ganteng, lah elu busyett",0,0,0,0
Mirip puantat,0,0,0,0
"girl support girl, tapi yg ini gk dulu",0,0,0,0
kapan masuk pengadilan Pak budi?ðŸ˜,0,0,0,0
"""Kasian editornya sih ini, nanggung dosa banget kayaknya ngeditnya offside gini""",0,0,0,0
Mending cakep lu begitu muka pas pas an bego,0,0,0,0
"""mukak lu lebih buruk daripada anjing lu""",0,0,0,0
"""Iuu milih iblis drpd bidadarii kwkwkw jyjyq""",0,0,0,0
"""iri kok sama babi hahah najis""",0,0,0,0
berarti bener dong kalo LO JAHAT???,0,0,0,0
ky ema emakkkkðŸ˜,0,0,0,0
kalo ngga ngeles ya bukan ternakðŸ˜‚,0,0,0,0
"""Kakinya kek lagi hamil tua ya bun, semacam kaki gajah @ayuugsia""",0,0,0,0
jule anj...,0,0,0,0
"""3 anjing 1 anjing berwujud manusia, 2 anjing asli tak ada perwujudan aowkwkw""",0,0,0,0
"""Frustasi..Sudah habis uangnya..Kasihannn""",0,0,0,0
musim hujan jadi mudah birahi ,0,0,0,0
"""Udah jelek gak usah d jelek2 in lagi bro""",0,0,0,0
"""Eh lo nyadar ga ? Udah dekil terus tatoan, jadi nya kaya daki haha""",0,0,0,0
Dewan Perwakilan Rezim ðŸ¤ŒðŸ»,0,0,0,0
"""Gak ada bagus2nya suara dan polanya?.""",0,0,0,0
relawan bayaran,0,0,0,0
relawan itu penjilat,0,0,0,0
"Wkwkwk ga heran, org dunia malam mana bs dipercaya",0,0,0,0
tapi rambutnya plisðŸ˜­ mengurangi kecakepannya maap yaðŸ«µðŸ™,0,0,0,0
"""Jelek aja tukang selingkuh lo buriq !!!!""",0,0,0,0
"""Udah dapat kontrak dari skincare ttp aja buluk mel""",0,0,0,0
"""Muka lu sama anjing gwe..lebih ganteng anjing gwe rik""",0,0,0,0
bang coba duet sama firdaus kyke cocok deh,0,0,0,0
"""Udah diedit gitu, ketiak lu tetap hitam""",0,0,0,0
kalau cinta adalah fuji pasti di bilang magrib...,0,0,0,0
abidzar magrib bgt jir ðŸ˜¹ðŸ˜¹,0,0,0,0
Ini sengaja langsung di sahkan. Karena Jokowi udah terpojok terkait ijazah Palsunya. Menurut syaa ini pengalihan isu,0,0,0,0
"""bisa mati aja ga? gedeg gua liat lu. ANJIM""",0,0,0,0
"""Artis abal-abal.. Muka putih tangan hitam? ager2 ATM nya udah isi berapa sekarang""",0,0,0,0
"fans nya akiÂ² tutup mata, kata nya gantle man mengakui kesalahan nya lah iya si cewe sengaja cepuin coba kl kaga pasti diemÂ² bae HAHAHAH",0,0,0,0
"""Dikasih bidadari malah minta lonte""",0,0,0,0
NGAPAIN SI SEGALA LEWAT,0,0,0,0
"dia cuman baca teks, bukan minta maafðŸ˜",0,0,0,0
Kontrak nya sudah habis jadi cerita nya dibuat selingkuh dan putus ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,0,0,0,0
"kek tetangga whooppðŸ”¥, gua lamar sana sni ga dptÂ², tetangga gua tinggal blg doang, interview formalitasðŸ”¥ðŸ”¥ðŸ”¥",0,0,0,0
Iya baner anjir kata gue dikit lagi stroke nih orgðŸ˜‚,0,0,0,0
"tunggu di akherat aja, pasti masuk NERAKA VIP",0,0,0,0
itu titipan raja Jawa dek mana berani Wowo mecat,0,0,0,0
anaknya Bram kali (brame-rame)ðŸ˜­,0,0,0,0
"promotor judi online,....ðŸ˜ðŸ˜",0,0,0,0
"Gak ada beda nya sih kak, BAHLIL SAMA DENGAN BAHLUL . Artinya GU0BLOKK",0,0,0,0
Ngomong apa lagi di darto helm,0,0,0,0
Semoga bener Aamiin ðŸ˜,0,0,0,0
"datang ke mukanya bawa linggis, cokotin ke muka tuh si musang ",0,0,0,0
"""sumpah aslinya muka lo lebar kayak baskom loh mel @rosameldianti_""",0,0,0,0
Perwakilan Rakyat tapi gak mewakili apapun yang rakyat serukan sama sekali,0,0,0,0
Berisikkkkkk ðŸ¤®,0,0,0,0
angkot jangan dengerinðŸ˜‚,0,0,0,0
Gak pemuja gak mulyono nya 11 12 lah,0,0,0,0
PANSOS!!!!!!,0,0,0,0
setan pun tepuk jidat lihat kelakuan ni orang,0,0,0,0
Diem Pak Diem...,0,0,0,0
maap yaaa malah kayak Lina Mukherjee ngga siiðŸ˜­ðŸ™,0,0,0,0
Sok-sokan ngomongin panda padahal sama aja,0,0,0,0
Demokrasi hanya dibutuhkan hanya ketika pemilu setelah itu kembali ke mode pabrik aka komunisðŸ—¿,0,0,0,0
emang sih ga akan diundang tapi kan mereka yang nonton ðŸ˜­ðŸ«µðŸ»,0,0,0,0
"ya iyalah di profesor ko,termul otaknya zonk",0,0,0,0
"""Lagian juga Erick gak ada akhlak jelek lagi Listy juga jelek""",0,0,0,0
"""bidadari sudah ditunjukan , bahwa mmg g pantes sma dajjal g tau diri""",0,0,0,0
"""Meninggalkan berlian demi Tai Sapi""",0,0,0,0
Mereka bukan relawan tapi ketua dan dan wakil serta jajaran nya pengemis jabatan lalu pengikut nya pencari nasi bungkus,0,0,0,0
masa iyaa papa emil mau sama modelan bgini ngakak guaaa ðŸ˜­,0,0,0,0
aura jablai nya kuat bgt,0,0,0,0
"""Pengambilan fotonya sudah bagus mantap dan keren.. tinggal pengambilan ARWAH nya aja yang belum""",0,0,0,0
"maaf kayaknya hamil ya, aura bumil",0,0,0,0
"""Jadi diri sendiri, jangan jadi ular apalagi dugong""",0,0,0,0
"kalau penyidiknya kompeten berarti seharusnya gaada masalah kan? jadi ini semua bukan masalah besar kecil wewenangnya, tapi kompeten atau tidak aparatnya?",0,0,0,0
"""Maap kalau gua sering nyamain lu sama dugong soalnya emang mirip""",0,0,0,0
Anak istri dan keluarga besarnya pasti bangga,0,0,0,0
"yapp, semua akan pret pada waktunya",0,0,0,0
jadi kaya umur 35 an giniðŸ™‚ðŸ™‚ðŸ™‚,0,0,0,0
mungkin standar cantik nya disana kyak gini ðŸ˜Œ tapi plis cinta kalo balik ke indo jngan kyak gini ya. takut nanti nggk bisa bedain yang mana Lina Mukherjee ðŸ™ðŸ»,0,0,0,0
"""Lo kira lo bagus tuh begitu anjing wkwkw""",0,0,0,0
"Selalu rapihin rambut setiap ketemu warga dan selalu terlihat gugup, sangat keliatan belum siap jadi pemimpin ðŸ˜‚",0,0,0,0
"""Ya ampun ketiak dan lemaknya editan parah wkwk""",0,0,0,0
najis,0,0,0,0
sengkuni sengkuni,0,0,0,0
RELAWAN BERUBAH JADI ORMAS YA CUMA PROJO ðŸ¤£ðŸ¤£ðŸ¤£,0,0,0,0
ya kali kejayaan selamanya bang ðŸ˜‚,0,0,0,0
Kocakk pahlawan kesianganðŸ˜­,0,0,0,0
gayamu rengðŸ˜­,0,0,0,0
najisnya dosen kayak gitu otak mesum ,0,0,0,0
INTINYA HIDUP LO HARUS NGERTI BERSYUKUR NENGG,0,0,0,0
"Dia menangis bukan kerana empati, tapi takut di blaklist dari dunia kedokteran",0,0,0,0
"""Mukak lo kayak tapir kuda asu sok ganteng banget lo""",0,0,0,0
"""Lu Mati ajalah . Udah biar gak bikin ribet""",0,0,0,0
efek miskin kali pengen kaya tapi bukan pengusaha jadi ngga bisa biayain ani ani,0,0,0,0
Hueekkkkk cuihh,0,0,0,0
"""Harusnya lo aja yang menderitaaa bukan lora anj!!!!!!!!!""",0,0,0,0
"""ANJING gue jg ogah liat muke lu""",0,0,0,0
"orang yang berfikir sehat, beda dengan projo",0,0,0,0
keknya lebih tepat pro judol dahðŸ˜’,0,0,0,0
"umurny berapa sih,maap keliatan tua",0,0,0,0
di lupa rekam jejaknya ðŸ¤£â˜ºï¸ðŸ¤£,0,0,0,0
"""Ini adalah foto babi sedang memeluk anjing yg pemilik nya adalah bidadari""",0,0,0,0
"""Mukanya kayak lagi ngeden pas boker""",0,0,0,0
Teori bullshit,0,0,0,0
relawan gak jelas cuma cari panggung,0,0,0,0
"""Kok meldi di foto aku gendut beda""",0,0,0,0
"""Gua gabisa bedain mana anjing mana manusia, keliatannya sama""",0,0,0,0
"""GAGA SEMPET BENERAN LORA LO TINGGALIN, LO ORANG PALING JAHAT GA!!!! LO GAK BAKAL BAHAGIA GA""",0,0,0,0
Alamak najisnyee,0,0,0,0
idungnya beda sebelah yahðŸ˜Œapa mataku yg rusakðŸ¤”ðŸ¤”,0,0,0,0
"Apa gue doang kali ya , yang gak suka sama ini orang..",0,0,0,0
padahal dia bnyak duit.,0,0,0,0
ketika anjing lagi milih tuan yg ingin mengadopsi nya,0,0,0,0
"wah pantes dikritik dan dihina se hina apapun ga kena di dia. otaknya ga nyampe mikir jauh, hatinya rusak, dan dia gapunya rasa kemanusiaan",0,0,0,0
Jangan percaya berita dari sumber si sakit hati. mereka inginkan kekacauan makanya bikin berita yg belum valid lagi.,0,0,0,0
karena relawan jaman Jokowi komonis itu menghidopkan komonis,0,0,0,0
"spill dosennya lah, dipanggil ustad kelakuan kek iblis",0,0,0,0
"Playboy sok tobat, kagak bisa njir.. ðŸ˜‚",0,0,0,0
bedak 7 lapis ðŸ˜­,0,0,0,0
dia masih sakit hati dia itu kan anak turunan pki,0,0,0,0
"""dikasi yang bening malah milih yang dakian""",0,0,0,0
Coba dehhhhh â€¦â€¦.Ke salon ?? ðŸ˜,0,0,0,0
alah dulu pas msih jdi istri boro2 ðŸ˜‚,0,0,0,0
 gak fresh ya mukanya,0,0,0,0
"abidzar, mending lu mandi dulu dah kata gua mah",0,0,0,0
kek gerah banget liat nyaðŸ˜­,0,0,0,0
"kemarin pada muji2 si aki2 skrng pasti pada ngehujat habis2an , ga kagetlahðŸ¤£ðŸ¤£",0,0,0,0
Walid modus bimbingan ini mah ,0,0,0,0
"""Di kasih bidadari malah pilih kotoran""",0,0,0,0
di UIN kalau dosen waras malah ga dikasih jam ngajar. Btw mahasiswa  juga banyak yang eror. emang kampus aneh itu,0,0,0,0
"""Open BO ga bang si listy? Kebetulan ada om-om yg nyari cwe yg udah pengalaman!!!!""",0,0,0,0
"lama-kelamaaan makin mirip bapaknya ,",0,0,0,0
Sok keren lho padahal dah tua,0,0,0,0
berani2ny lewat fyp guaa,0,0,0,0
Harus nya cek daftar pengunjung mom siapa aja langganan nyaðŸ«¢,0,0,0,0
aura bumil nya kuat bgt ðŸ˜‚ pengalaman tmnku nikah dressnya rame bagian depan bgini karna udh hamil besar.,0,0,0,0
ini mah bu cinta lebih ke ketawa ngikngik sih liat lawannya modelan beginiðŸ˜­ðŸ™,0,0,0,0
"Dasar aturan yang bikin Polri makin bebas ngegas, gak heran kalau makin banyak preman berkedok kepolisian!",0,0,0,0
tp trliat lbh tua dd umurnyaðŸ˜­,0,0,0,0
perasaan dulu ga sedekil ini deh? abis ngapain dia,0,0,0,0
ketuanya ae gini ga bakal di degert lengserin ganti ketua DPR yg tegas,0,0,0,0
idihhh musang birahi ,0,0,0,0
Saya bersaksi bahwa bapak soeharto sangat teramat pantas dan negara harus wajib memberikan gelar pahlawan nasional kepada beliau. jasa-jasa beliau selama memimpin tidak bisa tergantikan.sesungguhnya Para kader PDIP itu sendirilah yang antek dan sarang palu arit,0,0,0,0
minimal gincuan kak biar agak seger gtu diliatnya,0,0,0,0
ini serius dia?ðŸ˜­kok kokkkkðŸ˜­cantikan kenzieðŸ˜­,0,0,0,0
"sejak kapan perlu pendapat rakyat...? Emang ini republik demokrasi...? Demokrasi hanya cover instansi"" koruptor.",0,0,0,0
ga keluar sama sekali auranyaðŸ˜­,0,0,0,0
"""yaelah muka pas""an aja bangga lu njing""",0,0,0,0
MALU ANJIR MALUUU banget kalau gue jadi erikaaaðŸ˜­,0,0,0,0
"""cantik sih, tapi sayang kurus ya. padahl udh nikah lo, kurang bahagia sama pernikahannya?""",0,0,0,0
"Unfollow lah, muak bgt ðŸ˜’ enakan liat @mister.aloy ama @karenoct_",0,0,0,0
"""ga nyadar aja nih sampah HAHA""",0,0,0,0
"aloy :ntar kalau sampe dia nyakitin erika gua maju paling depan
aloy : Menghilang dari line",0,0,0,0
"""Ih ko melet2 si kaya hewan aja wkwkwkwk""",0,0,0,0
emng kalau org lagi selingkuh itu buta segala2 nya percaya dah,0,0,0,0
Si Budi Judol dompetnya udh tebel ðŸ˜‚,0,0,0,0
serius pret nyaa secepat inii??!ðŸ˜­ðŸ˜­,0,0,0,0
"Blm jadi dokter aja udh gini,gimana udh jadi dokter,gimana nasib pasiennya cobaðŸ—¿",0,0,0,0
Kayak mau dangdutan,0,0,0,0
Ribka Tjiptaning wajar ngomong begitu krn...(telusuri riwayatnya),0,0,0,0
"orang anaknya Erika mirip Bravy,,,kasian si Panda dituduh",0,0,0,0
model sengkuni...ðŸ˜„,0,0,0,0
"Kalo ga sma arhan,kita ga tau kamu siapa kakðŸ˜…",0,0,0,0
"""Anjing gk pantes sama bidadari.""",0,0,0,0
Sengkuni,0,0,0,0
cinta knpa malah kaya gini ðŸ˜”,0,0,0,0
PANSOSNYA SUKSES WKAKAKA,0,0,0,0
"Katakan pretttt, semua akan pretttt",0,0,0,0
"""Kasian anjing nya di pegang babi""",0,0,0,0
"untuk apa pakai hijab lagi, fefek nya udah gratis buat safri ramadhan",0,0,0,0
"""Ini bukan era lo lgi, wkwkw skrng lo penuh dengan cacimaki, telen ludah sendiri""",0,0,0,0
Udah nahan buat No Comment tapiiiiiiiiiiii ih anjir kesel KAGA BERSYUKUR BANGET!!! Ga beda jauh sama si ðŸ¼ bjiirrrr lah fak kata gue teh,0,0,0,0
muka Eko bengek bgtðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£,0,0,0,0
"emang cuma settingan mereka tuh,cuma pengen jatohin si pandaðŸ˜",0,0,0,0
Aura dukun tarot ðŸ˜­,0,0,0,0
Gua kalo mau temenan keknya mikir2 dah wkwkwk tkt bgt ngembat suami,0,0,0,0
ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ cuci muka cuci tangan cuci apa lagi,0,0,0,0
"""SIKAP MU LEBIH NAJIS DARIPADA LUDAH ANJING!""",0,0,0,0
rigen anaknya bahlil juga kayanya,0,0,0,0
secepat ini pretnya bjir,0,0,0,0
astagfirullah kang Taemo bukan kang parkir ðŸ™,0,0,0,0
teman makan teman ðŸ¥±,0,0,0,0
chacu cosplay jadi wanita somalia,0,0,0,0
"si bravy mah numpang eksis doang ke mba erðŸ˜‚, itu udh jdi niat si mnurutku.
ku lihat mba er juga ga trlalu mikirin hal kyk gitu,lebih fokus ke karir apalgi skrg udh ada andrew ,org2 problematic tinggal cut off aja",0,0,0,0
"""Eh jangan dekat dekat sama anjingnya ci Jessica gua lempar lu""",0,0,0,0
dia punya hati ga siðŸ¥º,0,0,0,0
"mukanya mirip mama nya, kulitnya warna bapak nyaðŸ™ˆðŸ™",0,0,0,0
"""MATI KAU NAJIS KONTOL BANGSAT MATI KAU""",0,0,0,0
ternyata di atas vadel ada abidzarðŸ˜­ðŸ˜­,0,0,0,0
"""Nggak ngumpul bareng mami isa lagi kan kamu yang paling gembrot disana""",0,0,0,0
densu dan om dedi pasti lagi muak bgtðŸ¤£ðŸ‘ðŸ»,0,0,0,0
"BANG LU GW UNFOL, GW NYESEL BGT DLU DH DUKUNG LU SMAA AJA LU SMA SEBELAH EELAHHHH",0,0,0,0
"di depannya ada cewe cewe cantik, putih. dia kebanting banget malah kaya supirnya",0,0,0,0
"""udah buriq brengsek pula pantes aja dapet lonte""",0,0,0,0
sampai kapan bang lu mau jdi cowok yg gak bisa anteng..dapet spek mbak er aj di selingkuhin apalagi lintang,0,0,0,0
Tau Tai gak pak tua ?,0,0,0,0
"""Akhirnya jesica bisa lepas dari kambing hitam ini""",0,0,0,0
"Udh ga riset, pede lagi. Heran udh dikritik bukannya introspeksi malah sok i dont give a fuck  ewðŸ™„ belum jadi apa apa aja udah se arogan ini gimana nanti",0,0,0,0
"""Itu yang foto ketiga jablay murahan bukan?""",0,0,0,0
"""BANTU BEDAINN WOYY MANA ANJING MANA BABI""",0,0,0,0
"gue berprinsip kalo kita nemuin pasangan di tempat ga bener, bakal ga bener juga endingnyaðŸ˜”",0,0,0,0
Huek cuiih cuih cuihh,0,0,0,0
"""senengnya sekali nyesel nya seumur hidup, miris banget hidup lu tolol meninggalkan berlian yang indah dipandang dan di sayang demi segumpal tai kucing""",0,0,0,0
"""Eh bocah mending Lo mati aja GAK guna juga ada orang kayak lo hahahahaha""",0,0,0,0
"""SESAMA ANJING FOTO DULU YA KAN""",0,0,0,0
anaknya mirip rigen semua,0,0,0,0
kampus macam apa ini,0,0,0,0
sejak Jokowi jadi presiden lah ada relawan ada influencer dan piara buzzer ...pemecah belah anak bangsa ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,0,0,0,0
"mentang mentang megang kuasa, berasa jadi raja malah cosplay Firaun ðŸ˜‚",0,0,0,0
bikin malu anjir si abidzar elah,0,0,0,0
bikin gaduh negri ini,0,0,0,0
kriput,0,0,0,0
mkanya aloy bilang nikahNya nggu bravy nikah krn dy tau bravy seperti apa,0,0,0,0
"""youtuber toxic, tutup akunmu sekalian tutup usia""",0,0,0,0
mau dipaksain positif vibes juga gabisa rul.,0,0,0,0
ustad cabul anjing,0,0,0,0
modelan kaya gitu dipercaya aja udah ngakak ðŸ˜­,0,0,0,0
"Aki aki pansos ..",0,0,0,0
"""maklum anak kurang pendidikan kayak gitu gak punya akhlak""",0,0,0,0
"""Ih ko muka jelek banget siii serem kek setan""",0,0,0,0
Walid versi perdosenab,0,0,0,0
"""Meldi udah dapat kontrak endorse skincare ya tapi kok mukanya tetap jelek si?""",0,0,0,0
"tidak terbayang kalo dia beneran lanjut sama sapri, junho eunho jena yang sekorea itu harus liat kuda lumping terusðŸ˜­ðŸ˜­",0,0,0,0
"""Editan softlensnya keluar itu mbaknya, kayak ratu titisan ular kamu wkwkwk""",0,0,0,0
"""Ciah dihujat 1 Indonesia jangan sampe bunuh diri ya komtoll kami blom puas nguat kauuu""",0,0,0,0
"""Astaghfirullah, seram sekali ya bun seperti ular jelmaan makhluk halus ya bun""",0,0,0,0
Akhirnya satu Indonesia sadar ada yang ga beres sama ni orang,0,0,0,0
woila ga butuh penonton apa yaaðŸ˜Œ,0,0,0,0
Hidungnya kek gagal filler bengkak dibawahðŸ˜‚ðŸ˜‚ðŸ˜‚,0,0,0,0
"""Lu sama anjingnya, lebih baik anjingnya""",0,0,0,0
dua wanita sedang tertekan oleh perkataan kang blunderðŸ—¿ðŸ˜­,0,0,0,0
"""Si gaga kok kek anjing""",0,0,0,0
hahahahhaha itu bukan kayak kulit Erika kalau kulit Erika hitam tapi bagus kalau ini sedikit ya tau lah yaðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,0,0,0,0
udah di bilang kemarin kebanyakan pakai filter kok ngga percaya,0,0,0,0
dia yg ngomong dia yg bantah sama kaya junjungannya,0,0,0,0
"""Palsu badane diedit semua tu, aslinya dimana2 lemak""",0,0,0,0
"""Biarkan @sk69official bangkrut aja. CEO nya gatau trimakasih haha""",0,0,0,0
"""Narkoboy kontol, Cuma bisa maen cewe sama nyakitin doang lu anjing, mati aja lu bego""",0,0,0,0
Keknya kalo jadi erika lebih ke malu gasi drpd sakit hatiðŸ˜­,0,0,0,0
Bahlil Bahlul beda tipis,0,0,0,0
Aki aki,0,0,0,0
Halahhhh ngibull,0,0,0,0
spill ustad nya mbak kita mau bimbingan skripsi ,0,0,0,0
dari muka aja kelihatan,0,0,0,0
KATAKAN PRET KATAKAN PRETTTTTT,0,0,0,0
Habis ini siapa yang akan di rusak oleh Mulan ya,0,0,0,0
Udahan ya maen bapak-bapakannya,0,0,0,0
"""EH KEK ADA PENAMPAKAN LONTE""",0,0,0,0
"""Ketiak hitam buluk mau lu edit nutupin daki diketek lu tetap aka hitam ketiak lu, dasar Dugong @rosameldianti_""",0,0,0,0
Jule L nya apa Lntee,0,0,0,0
fredy salah yg penting ngeyel,0,0,0,0
jangan sampai rakyat yang menyukai pak harto ambil tindakan sama yang suka jelek-jelekin pak harto,0,0,0,0
mukanya gak ada enak2nya diliat ðŸ˜,0,0,0,0
"""Dikasih bidadari malah milih dajjal awokawok:v""",0,0,0,0
dosen sange ngetik sambil ngocok kali,0,0,0,0
"kalo emg pernikahan mereka karna perjodohan, sebaik apapun pasangan kalo emng masih mau bebas ya ttp mau bebas guysðŸ™‚ ga semua nya bisa di samakanðŸ™‚ðŸ™",0,0,0,0
jelek banyak tingkah,0,0,0,0
"""yang kedua dari sebelah kanan itu batik apa orang dah? kok warna nya kek taek babi si?""",0,0,0,0
apa kabar fans Bravy ðŸ˜,0,0,0,0
"""gabakal gue undang juga""
GAKAN GUE TONTON JUGAðŸ˜­ðŸ«µ",0,0,0,0
anjj.. mata ngantuk sahroni,0,0,0,0
"""Kasian gue sama anjingnya dipegang dajjal""",0,0,0,0
"Udh tua sok ganteng pulaaa ðŸ¤£ ceramah soal selingkuh bla bla bla, kelakuan sama aja. Udh slesai main Bapak2annya? ""Will yuu miri mii"" ðŸ˜‚",0,0,0,0
"gini nih curhat sama orang tua yang gak mau rugi dah bayar mahal, disuruh kita diem aja dan jaga diri baik-baik, pas anaknya bundir baru merengek ",0,0,0,0
"""Pantes disini mulainya si ajg berulah""",0,0,0,0
keknya dia ini lagi hamill,0,0,0,0
"""Udah ada berlian malah milih batu nisan""",0,0,0,0
abizarrrr foto lu noh di twitter masih adaa ðŸ˜­ðŸ˜­ðŸ˜­,0,0,0,0
relawan tapi gak rela ðŸ¥µ,0,0,0,0
"Betapa malangnya negara ini, kasi makan,fasilitas mewah ke orang macam ini..",0,0,0,0
"""Kaku kek kanebo kering hahaha""",0,0,0,0
"""LO YANG DULU BUKANLAH YANG SEKARANG DULU KAYA ANJING SEKARANG KAYA BABI""",0,0,0,0
kenapa idungnya manggil manggil minta ditanya si ðŸ˜­,0,0,0,0
baru tau arti yakult dikasih nyawaðŸ˜­,0,0,0,0
BACOT TOWEL,0,0,0,0
Jadikan sekjen Gerindra...,0,0,0,0
Auto unfollðŸ™ðŸ»,0,0,0,0
tempat para gembel cari pakan,0,0,0,0
Di kasih princess malah pilih ikan teri,0,0,0,0
pretttt bgt lo bang,0,0,0,0
ganti nama jadi dewan perwakilan parpolðŸ˜‚,0,0,0,0
"""jelek dapet selingkuhan jelek juga keren yaa imbang wkkw""",0,0,0,0
Kalau di suruh ngomong pinter. Ngambil keputusan 0 besar,0,0,0,0
"end end game, pretttttt ðŸ˜‚",0,0,0,0
muka nya jadi mirip sapri dahðŸ˜‚,0,0,0,0
sok cakep lu aslinya mah tulang semua tuh badannyaðŸ˜›ðŸ˜ƒ,0,0,0,0
kok ya dia pas bangt pakai outer pinkðŸ˜‚ðŸ˜‚ðŸ˜‚...jadinya setelah gayung pink munculah ember pinkðŸ˜‚,0,0,0,0
cabul banget najis,0,0,0,0
magrib banget,0,0,0,0
apa yg kalian harapkan dari pemimpin yg melanggar HAM?,0,0,0,0
KOSONG yg konsistenðŸ‘,0,0,0,0
cuihhh,0,0,0,0
ini bukan dosen tapi Walid nak Dewi boleh??,0,0,0,0
Idih idih idih pakaian nya kurang bahan mbak.,0,0,0,0
Jilat ludah sendiri,0,0,0,0
"iya perubahan, contoh nya kayak kemarin kan yahh udah bagus timnas udah naik dirubah biar lebih buruk ga boleh bagus bagud timnas indo yah erik",0,0,0,0
"baca komen aktif, ngeriset males",0,0,0,0
di kasi diamond malah milih batu bata ðŸ˜‚ðŸ˜‚,0,0,0,0
Siapa yg lepasin dari kandang woy,0,0,0,0
"minimal ganteng sama tinggi dulu baru nyakitin orang, muka pas pasan nyakitin ga kira kira ,ih di selingkuhin orang jelek sakitnya double sakit hati dan mata anj",0,0,0,0
"""Sakit jiwa ini upil gajah? Kasihan""",0,0,0,0
"""Mukanya kuning banget kaya kunyit""",0,0,0,0
Aku Malah merasa engap denger yg lg ngomong ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­,0,0,0,0
"""Kasian yah sdh stress banyak masalah""",0,0,0,0
"""Dikasih bidadari malah milih sampah""",0,0,0,0
kok jdi kek Lina Mukherjee ðŸ˜ŒðŸ˜Œ,0,0,0,0
Produk kendal apa produk gagal,0,0,0,0
"""Muka Pas""an sok sok an mau sm lonte lo anjing""",0,0,0,0
Ortunya sibuk ngurusin masalah orang lain sampek anaknya gak keurus,0,0,0,0
